Machine,Time,Temp,Vibration,Avg_Temp,Temp_Dev,Alert
1916,1916,298.0K,1492,N/A,0.0K,✅ Normal Operation
1917,1917,298.0K,1387,N/A,0.0K,✅ Normal Operation
1918,1918,298.1K,1463,N/A,0.0K,✅ Normal Operation
1919,1919,298.1K,1496,N/A,0.0K,✅ Normal Operation
1920,1920,298.2K,1658,N/A,0.0K,✅ Normal Operation
1921,1921,298.1K,2161,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
1922,1922,298.1K,1665,N/A,0.0K,✅ Normal Operation
1923,1923,298.0K,1716,N/A,0.0K,✅ Normal Operation
1924,1924,298.0K,1529,N/A,0.0K,✅ Normal Operation
1925,1925,297.9K,1353,N/A,0.0K,✅ Normal Operation
1926,1926,297.9K,1537,N/A,0.0K,✅ Normal Operation
1927,1927,298.0K,1606,N/A,0.0K,✅ Normal Operation
1928,1928,298.0K,1314,N/A,0.0K,✅ Normal Operation
1929,1929,298.0K,1623,N/A,0.0K,✅ Normal Operation
1930,1930,298.0K,1483,N/A,0.0K,✅ Normal Operation
1931,1931,298.1K,1569,N/A,0.0K,✅ Normal Operation
1932,1932,298.2K,1969,N/A,0.0K,✅ Normal Operation
1933,1933,298.1K,1686,N/A,0.0K,✅ Normal Operation
1934,1934,298.1K,1638,N/A,0.0K,✅ Normal Operation
1935,1935,298.1K,1698,N/A,0.0K,✅ Normal Operation
1936,1936,298.1K,1377,N/A,0.0K,✅ Normal Operation
1937,1937,298.1K,2129,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
1938,1938,298.2K,1411,N/A,0.0K,✅ Normal Operation
1939,1939,298.1K,1517,N/A,0.0K,✅ Normal Operation
1940,1940,298.1K,1303,N/A,0.0K,✅ Normal Operation
1941,1941,298.1K,1578,N/A,0.0K,✅ Normal Operation
1942,1942,298.1K,1425,N/A,0.0K,✅ Normal Operation
1943,1943,298.1K,1456,N/A,0.0K,✅ Normal Operation
1944,1944,298.1K,1704,N/A,0.0K,✅ Normal Operation
1945,1945,298.1K,1791,N/A,0.0K,✅ Normal Operation
1946,1946,298.1K,1616,N/A,0.0K,✅ Normal Operation
1947,1947,298.2K,1622,N/A,0.0K,✅ Normal Operation
1948,1948,298.2K,1462,N/A,0.0K,✅ Normal Operation
1949,1949,298.1K,1410,N/A,0.0K,✅ Normal Operation
1950,1950,298.1K,1543,N/A,0.0K,✅ Normal Operation
1951,1951,298.0K,1479,N/A,0.0K,✅ Normal Operation
1952,1952,298.0K,1839,N/A,0.0K,✅ Normal Operation
1953,1953,298.0K,1266,N/A,0.0K,✅ Normal Operation
1954,1954,297.9K,1593,N/A,0.0K,✅ Normal Operation
1955,1955,297.9K,1459,N/A,0.0K,✅ Normal Operation
1956,1956,297.9K,1308,N/A,0.0K,✅ Normal Operation
1957,1957,297.9K,1364,N/A,0.0K,✅ Normal Operation
1958,1958,297.9K,1618,N/A,0.0K,✅ Normal Operation
1959,1959,297.9K,1464,N/A,0.0K,✅ Normal Operation
1960,1960,297.8K,1352,N/A,0.0K,✅ Normal Operation
1961,1961,297.8K,1446,N/A,0.0K,✅ Normal Operation
1962,1962,297.8K,1448,N/A,0.0K,✅ Normal Operation
1963,1963,297.8K,1391,N/A,0.0K,✅ Normal Operation
1964,1964,297.7K,1379,N/A,0.0K,✅ Normal Operation
1965,1965,297.8K,1405,N/A,0.0K,✅ Normal Operation
1966,1966,297.8K,1581,N/A,0.0K,✅ Normal Operation
1967,1967,297.9K,1515,N/A,0.0K,✅ Normal Operation
1968,1968,297.9K,1589,N/A,0.0K,✅ Normal Operation
1969,1969,298.0K,1281,N/A,0.0K,✅ Normal Operation
1970,1970,297.8K,1631,N/A,0.0K,✅ Normal Operation
1971,1971,297.9K,1202,N/A,0.0K,✅ Normal Operation
1972,1972,297.9K,1298,N/A,0.0K,✅ Normal Operation
1973,1973,297.9K,1612,N/A,0.0K,✅ Normal Operation
1974,1974,297.9K,1747,N/A,0.0K,✅ Normal Operation
1975,1975,298.0K,1450,N/A,0.0K,✅ Normal Operation
1976,1976,298.0K,1422,N/A,0.0K,✅ Normal Operation
1977,1977,298.1K,1419,N/A,0.0K,✅ Normal Operation
1978,1978,298.1K,1633,N/A,0.0K,✅ Normal Operation
1979,1979,298.0K,1442,N/A,0.0K,✅ Normal Operation
1980,1980,298.0K,1420,N/A,0.0K,✅ Normal Operation
1981,1981,298.0K,1301,N/A,0.0K,✅ Normal Operation
1982,1982,298.0K,1385,N/A,0.0K,✅ Normal Operation
1983,1983,298.0K,1487,N/A,0.0K,✅ Normal Operation
1984,1984,298.0K,1459,N/A,0.0K,✅ Normal Operation
1985,1985,298.0K,1387,N/A,0.0K,✅ Normal Operation
1986,1986,298.1K,1537,N/A,0.0K,✅ Normal Operation
1987,1987,298.1K,1498,N/A,0.0K,✅ Normal Operation
1988,1988,298.2K,1599,N/A,0.0K,✅ Normal Operation
1989,1989,298.3K,1420,N/A,0.0K,✅ Normal Operation
1990,1990,298.2K,1785,N/A,0.0K,✅ Normal Operation
1991,1991,298.2K,1423,N/A,0.0K,✅ Normal Operation
1992,1992,298.2K,1583,N/A,0.0K,✅ Normal Operation
1993,1993,298.2K,1375,N/A,0.0K,✅ Normal Operation
1994,1994,298.3K,1463,N/A,0.0K,✅ Normal Operation
1995,1995,298.2K,1403,N/A,0.0K,✅ Normal Operation
1996,1996,298.3K,1451,N/A,0.0K,✅ Normal Operation
1997,1997,298.4K,1416,N/A,0.0K,✅ Normal Operation
1998,1998,298.3K,1672,N/A,0.0K,✅ Normal Operation
1999,1999,298.3K,1637,N/A,0.0K,✅ Normal Operation
2000,2000,298.4K,1540,N/A,0.0K,✅ Normal Operation
2001,2001,298.4K,1279,N/A,0.0K,✅ Normal Operation
2002,2002,298.4K,1604,N/A,0.0K,✅ Normal Operation
2003,2003,298.5K,1654,N/A,0.0K,✅ Normal Operation
2004,2004,298.5K,1564,N/A,0.0K,✅ Normal Operation
2005,2005,298.5K,1451,N/A,0.0K,✅ Normal Operation
2006,2006,298.5K,1504,N/A,0.0K,✅ Normal Operation
2007,2007,298.5K,1381,N/A,0.0K,✅ Normal Operation
2008,2008,298.6K,1562,N/A,0.0K,✅ Normal Operation
2009,2009,298.5K,1811,N/A,0.0K,✅ Normal Operation
2010,2010,298.6K,1717,N/A,0.0K,✅ Normal Operation
2011,2011,298.6K,1278,N/A,0.0K,✅ Normal Operation
2012,2012,298.7K,1616,N/A,0.0K,✅ Normal Operation
2013,2013,298.6K,1397,N/A,0.0K,✅ Normal Operation
2014,2014,298.6K,1485,N/A,0.0K,✅ Normal Operation
2015,2015,298.6K,1310,N/A,0.0K,✅ Normal Operation
2016,2016,298.5K,1301,N/A,0.0K,✅ Normal Operation
2017,2017,298.5K,1458,N/A,0.0K,✅ Normal Operation
2018,2018,298.7K,1483,N/A,0.0K,✅ Normal Operation
2019,2019,298.7K,1375,N/A,0.0K,✅ Normal Operation
2020,2020,298.7K,1660,N/A,0.0K,✅ Normal Operation
2021,2021,298.7K,1560,N/A,0.0K,✅ Normal Operation
2022,2022,298.7K,1480,N/A,0.0K,✅ Normal Operation
2023,2023,298.7K,1373,N/A,0.0K,✅ Normal Operation
2024,2024,298.7K,1444,N/A,0.0K,✅ Normal Operation
2025,2025,298.7K,1722,N/A,0.0K,✅ Normal Operation
2026,2026,298.7K,1469,N/A,0.0K,✅ Normal Operation
2027,2027,298.7K,1360,N/A,0.0K,✅ Normal Operation
2028,2028,298.7K,1750,N/A,0.0K,✅ Normal Operation
2029,2029,298.7K,1349,N/A,0.0K,✅ Normal Operation
2030,2030,298.7K,1668,N/A,0.0K,✅ Normal Operation
2031,2031,298.9K,1400,N/A,0.0K,✅ Normal Operation
2032,2032,298.8K,1331,N/A,0.0K,✅ Normal Operation
2033,2033,298.8K,1444,N/A,0.0K,✅ Normal Operation
2034,2034,298.8K,1359,N/A,0.0K,✅ Normal Operation
2035,2035,298.8K,1425,N/A,0.0K,✅ Normal Operation
2036,2036,298.9K,1469,N/A,0.0K,✅ Normal Operation
2037,2037,299.0K,1892,N/A,0.0K,✅ Normal Operation
2038,2038,299.0K,1940,N/A,0.0K,✅ Normal Operation
2039,2039,299.0K,1405,N/A,0.0K,✅ Normal Operation
2040,2040,299.0K,1449,N/A,0.0K,✅ Normal Operation
2041,2041,299.1K,1686,N/A,0.0K,✅ Normal Operation
2042,2042,299.1K,1680,N/A,0.0K,✅ Normal Operation
2043,2043,299.1K,1397,N/A,0.0K,✅ Normal Operation
2044,2044,299.2K,1597,N/A,0.0K,✅ Normal Operation
2045,2045,299.3K,1470,N/A,0.0K,✅ Normal Operation
2046,2046,299.3K,1703,N/A,0.0K,✅ Normal Operation
2047,2047,299.3K,1388,N/A,0.0K,✅ Normal Operation
2048,2048,299.3K,1775,N/A,0.0K,✅ Normal Operation
2049,2049,299.3K,1465,N/A,0.0K,✅ Normal Operation
2050,2050,299.3K,1586,N/A,0.0K,✅ Normal Operation
2051,2051,299.5K,1675,N/A,0.0K,✅ Normal Operation
2052,2052,299.4K,1470,N/A,0.0K,✅ Normal Operation
2053,2053,299.5K,1477,N/A,0.0K,✅ Normal Operation
2054,2054,299.5K,1382,N/A,0.0K,✅ Normal Operation
2055,2055,299.6K,1605,N/A,0.0K,✅ Normal Operation
2056,2056,299.6K,1643,N/A,0.0K,✅ Normal Operation
2057,2057,299.5K,1333,N/A,0.0K,✅ Normal Operation
2058,2058,299.5K,1520,N/A,0.0K,✅ Normal Operation
2059,2059,299.5K,1902,N/A,0.0K,✅ Normal Operation
2060,2060,299.5K,1386,N/A,0.0K,✅ Normal Operation
2061,2061,299.6K,1803,N/A,0.0K,✅ Normal Operation
2062,2062,299.7K,1359,N/A,0.0K,✅ Normal Operation
2063,2063,299.7K,1477,N/A,0.0K,✅ Normal Operation
2064,2064,299.7K,1321,N/A,0.0K,✅ Normal Operation
2065,2065,299.6K,1453,N/A,0.0K,✅ Normal Operation
2066,2066,299.7K,1419,N/A,0.0K,✅ Normal Operation
2067,2067,299.7K,1512,N/A,0.0K,✅ Normal Operation
2068,2068,299.7K,1553,N/A,0.0K,✅ Normal Operation
2069,2069,299.7K,1534,N/A,0.0K,✅ Normal Operation
2070,2070,299.7K,1553,N/A,0.0K,✅ Normal Operation
2071,2071,299.7K,1352,N/A,0.0K,✅ Normal Operation
2072,2072,299.7K,1313,N/A,0.0K,✅ Normal Operation
2073,2073,299.6K,1570,N/A,0.0K,✅ Normal Operation
2074,2074,299.6K,1677,N/A,0.0K,✅ Normal Operation
2075,2075,299.5K,1602,N/A,0.0K,✅ Normal Operation
2076,2076,299.5K,1390,N/A,0.0K,✅ Normal Operation
2077,2077,299.4K,1544,N/A,0.0K,✅ Normal Operation
2078,2078,299.4K,1701,N/A,0.0K,✅ Normal Operation
2079,2079,299.4K,1692,N/A,0.0K,✅ Normal Operation
2080,2080,299.3K,1523,N/A,0.0K,✅ Normal Operation
2081,2081,299.3K,2280,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
2082,2082,299.4K,1485,N/A,0.0K,✅ Normal Operation
2083,2083,299.4K,1513,N/A,0.0K,✅ Normal Operation
2084,2084,299.4K,1743,N/A,0.0K,✅ Normal Operation
2085,2085,299.5K,1442,N/A,0.0K,✅ Normal Operation
2086,2086,299.5K,1462,N/A,0.0K,✅ Normal Operation
2087,2087,299.4K,1439,N/A,0.0K,✅ Normal Operation
2088,2088,299.5K,1577,N/A,0.0K,✅ Normal Operation
2089,2089,299.6K,1331,N/A,0.0K,✅ Normal Operation
2090,2090,299.5K,1941,N/A,0.0K,✅ Normal Operation
2091,2091,299.5K,1393,N/A,0.0K,✅ Normal Operation
2092,2092,299.4K,1433,N/A,0.0K,✅ Normal Operation
2093,2093,299.4K,1444,N/A,0.0K,✅ Normal Operation
2094,2094,299.4K,1564,N/A,0.0K,✅ Normal Operation
2095,2095,299.4K,1377,N/A,0.0K,✅ Normal Operation
2096,2096,299.4K,1525,N/A,0.0K,✅ Normal Operation
2097,2097,299.5K,1387,N/A,0.0K,✅ Normal Operation
2098,2098,299.4K,1326,N/A,0.0K,✅ Normal Operation
2099,2099,299.4K,1401,N/A,0.0K,✅ Normal Operation
2100,2100,299.4K,1596,N/A,0.0K,✅ Normal Operation
2101,2101,299.3K,1471,N/A,0.0K,✅ Normal Operation
2102,2102,299.3K,1528,N/A,0.0K,✅ Normal Operation
2103,2103,299.3K,1325,N/A,0.0K,✅ Normal Operation
2104,2104,299.3K,1376,N/A,0.0K,✅ Normal Operation
2105,2105,299.3K,1600,N/A,0.0K,✅ Normal Operation
2106,2106,299.3K,1495,N/A,0.0K,✅ Normal Operation
2107,2107,299.4K,1645,N/A,0.0K,✅ Normal Operation
2108,2108,299.4K,1417,N/A,0.0K,✅ Normal Operation
2109,2109,299.4K,1415,N/A,0.0K,✅ Normal Operation
2110,2110,299.3K,1496,N/A,0.0K,✅ Normal Operation
2111,2111,299.3K,1508,N/A,0.0K,✅ Normal Operation
2112,2112,299.4K,1436,N/A,0.0K,✅ Normal Operation
2113,2113,299.5K,1852,N/A,0.0K,✅ Normal Operation
2114,2114,299.5K,1863,N/A,0.0K,✅ Normal Operation
2115,2115,299.4K,1373,N/A,0.0K,✅ Normal Operation
2116,2116,299.4K,1404,N/A,0.0K,✅ Normal Operation
2117,2117,299.4K,1381,N/A,0.0K,✅ Normal Operation
2118,2118,299.4K,1762,N/A,0.0K,✅ Normal Operation
2119,2119,299.3K,1429,N/A,0.0K,✅ Normal Operation
2120,2120,299.3K,1858,N/A,0.0K,✅ Normal Operation
2121,2121,299.2K,1908,N/A,0.0K,✅ Normal Operation
2122,2122,299.2K,1503,N/A,0.0K,✅ Normal Operation
2123,2123,299.2K,1523,N/A,0.0K,✅ Normal Operation
2124,2124,299.3K,1491,N/A,0.0K,✅ Normal Operation
2125,2125,299.2K,1430,N/A,0.0K,✅ Normal Operation
2126,2126,299.3K,1258,N/A,0.0K,✅ Normal Operation
2127,2127,299.3K,1449,N/A,0.0K,✅ Normal Operation
2128,2128,299.3K,1425,N/A,0.0K,✅ Normal Operation
2129,2129,299.4K,1800,N/A,0.0K,✅ Normal Operation
2130,2130,299.4K,1607,N/A,0.0K,✅ Normal Operation
2131,2131,299.4K,1391,N/A,0.0K,✅ Normal Operation
2132,2132,299.4K,1432,N/A,0.0K,✅ Normal Operation
2133,2133,299.4K,1660,N/A,0.0K,✅ Normal Operation
2134,2134,299.3K,1732,N/A,0.0K,✅ Normal Operation
2135,2135,299.3K,1473,N/A,0.0K,✅ Normal Operation
2136,2136,299.3K,1511,N/A,0.0K,✅ Normal Operation
2137,2137,299.2K,1588,N/A,0.0K,✅ Normal Operation
2138,2138,299.3K,1623,N/A,0.0K,✅ Normal Operation
2139,2139,299.3K,1734,N/A,0.0K,✅ Normal Operation
2140,2140,299.3K,1415,N/A,0.0K,✅ Normal Operation
2141,2141,299.3K,1419,N/A,0.0K,✅ Normal Operation
2142,2142,299.3K,1577,N/A,0.0K,✅ Normal Operation
2143,2143,299.3K,1376,N/A,0.0K,✅ Normal Operation
2144,2144,299.3K,1442,N/A,0.0K,✅ Normal Operation
2145,2145,299.4K,1451,N/A,0.0K,✅ Normal Operation
2146,2146,299.3K,1550,N/A,0.0K,✅ Normal Operation
2147,2147,299.3K,1647,N/A,0.0K,✅ Normal Operation
2148,2148,299.4K,1550,N/A,0.0K,✅ Normal Operation
2149,2149,299.4K,1583,N/A,0.0K,✅ Normal Operation
2150,2150,299.4K,1613,N/A,0.0K,✅ Normal Operation
2151,2151,299.3K,1636,N/A,0.0K,✅ Normal Operation
2152,2152,299.3K,1289,N/A,0.0K,✅ Normal Operation
2153,2153,299.3K,1648,N/A,0.0K,✅ Normal Operation
2154,2154,299.3K,1397,N/A,0.0K,✅ Normal Operation
2155,2155,299.3K,1767,N/A,0.0K,✅ Normal Operation
2156,2156,299.3K,1341,N/A,0.0K,✅ Normal Operation
2157,2157,299.4K,1457,N/A,0.0K,✅ Normal Operation
2158,2158,299.4K,1939,N/A,0.0K,✅ Normal Operation
2159,2159,299.5K,1399,N/A,0.0K,✅ Normal Operation
2160,2160,299.5K,1602,N/A,0.0K,✅ Normal Operation
2161,2161,299.4K,1507,N/A,0.0K,✅ Normal Operation
2162,2162,299.4K,1464,N/A,0.0K,✅ Normal Operation
2163,2163,299.5K,1336,N/A,0.0K,✅ Normal Operation
2164,2164,299.6K,1422,N/A,0.0K,✅ Normal Operation
2165,2165,299.6K,1540,N/A,0.0K,✅ Normal Operation
2166,2166,299.5K,1476,N/A,0.0K,✅ Normal Operation
2167,2167,299.6K,1867,N/A,0.0K,✅ Normal Operation
2168,2168,299.6K,1588,N/A,0.0K,✅ Normal Operation
2169,2169,299.5K,1420,N/A,0.0K,✅ Normal Operation
2170,2170,299.5K,1415,N/A,0.0K,✅ Normal Operation
2171,2171,299.4K,1500,N/A,0.0K,✅ Normal Operation
2172,2172,299.5K,1502,N/A,0.0K,✅ Normal Operation
2173,2173,299.5K,1816,N/A,0.0K,✅ Normal Operation
2174,2174,299.5K,1495,N/A,0.0K,✅ Normal Operation
2175,2175,299.6K,1572,N/A,0.0K,✅ Normal Operation
2176,2176,299.5K,1590,N/A,0.0K,✅ Normal Operation
2177,2177,299.6K,1387,N/A,0.0K,✅ Normal Operation
2178,2178,299.6K,1393,N/A,0.0K,✅ Normal Operation
2179,2179,299.6K,1602,N/A,0.0K,✅ Normal Operation
2180,2180,299.6K,1601,N/A,0.0K,✅ Normal Operation
2181,2181,299.6K,1597,N/A,0.0K,✅ Normal Operation
2182,2182,299.5K,1548,N/A,0.0K,✅ Normal Operation
2183,2183,299.5K,1314,N/A,0.0K,✅ Normal Operation
2184,2184,299.6K,1577,N/A,0.0K,✅ Normal Operation
2185,2185,299.8K,1475,N/A,0.0K,✅ Normal Operation
2186,2186,299.8K,1630,N/A,0.0K,✅ Normal Operation
2187,2187,299.7K,1445,N/A,0.0K,✅ Normal Operation
2188,2188,299.8K,1439,N/A,0.0K,✅ Normal Operation
2189,2189,299.7K,1420,N/A,0.0K,✅ Normal Operation
2190,2190,299.7K,1554,N/A,0.0K,✅ Normal Operation
2191,2191,299.6K,1471,N/A,0.0K,✅ Normal Operation
2192,2192,299.6K,1648,N/A,0.0K,✅ Normal Operation
2193,2193,299.6K,1472,N/A,0.0K,✅ Normal Operation
2194,2194,299.5K,1448,N/A,0.0K,✅ Normal Operation
2195,2195,299.6K,1568,N/A,0.0K,✅ Normal Operation
2196,2196,299.6K,1613,N/A,0.0K,✅ Normal Operation
2197,2197,299.7K,1551,N/A,0.0K,✅ Normal Operation
2198,2198,299.7K,1412,N/A,0.0K,✅ Normal Operation
2199,2199,299.7K,1478,N/A,0.0K,✅ Normal Operation
2200,2200,299.8K,1268,N/A,0.0K,✅ Normal Operation
2201,2201,299.8K,1546,N/A,0.0K,✅ Normal Operation
2202,2202,299.8K,1567,N/A,0.0K,✅ Normal Operation
2203,2203,299.9K,1548,N/A,0.0K,✅ Normal Operation
2204,2204,299.8K,1614,N/A,0.0K,✅ Normal Operation
2205,2205,299.7K,1352,N/A,0.0K,✅ Normal Operation
2206,2206,299.9K,1624,N/A,0.0K,✅ Normal Operation
2207,2207,299.9K,1436,N/A,0.0K,✅ Normal Operation
2208,2208,299.8K,1591,N/A,0.0K,✅ Normal Operation
2209,2209,299.8K,1435,N/A,0.0K,✅ Normal Operation
2210,2210,299.8K,1386,N/A,0.0K,✅ Normal Operation
2211,2211,299.7K,1401,N/A,0.0K,✅ Normal Operation
2212,2212,299.6K,1245,N/A,0.0K,✅ Normal Operation
2213,2213,299.7K,1475,N/A,0.0K,✅ Normal Operation
2214,2214,299.7K,1473,N/A,0.0K,✅ Normal Operation
2215,2215,299.7K,1355,N/A,0.0K,✅ Normal Operation
2216,2216,299.7K,1468,N/A,0.0K,✅ Normal Operation
2217,2217,299.7K,1645,N/A,0.0K,✅ Normal Operation
2218,2218,299.7K,1347,N/A,0.0K,✅ Normal Operation
2219,2219,299.7K,1713,N/A,0.0K,✅ Normal Operation
2220,2220,299.6K,1435,N/A,0.0K,✅ Normal Operation
2221,2221,299.6K,1736,N/A,0.0K,✅ Normal Operation
2222,2222,299.6K,1372,N/A,0.0K,✅ Normal Operation
2223,2223,299.7K,1605,N/A,0.0K,✅ Normal Operation
2224,2224,299.6K,1413,N/A,0.0K,✅ Normal Operation
2225,2225,299.7K,1645,N/A,0.0K,✅ Normal Operation
2226,2226,299.7K,1465,N/A,0.0K,✅ Normal Operation
2227,2227,299.6K,1685,N/A,0.0K,✅ Normal Operation
2228,2228,299.5K,1965,N/A,0.0K,✅ Normal Operation
2229,2229,299.4K,1542,N/A,0.0K,✅ Normal Operation
2230,2230,299.4K,1681,N/A,0.0K,✅ Normal Operation
2231,2231,299.5K,1446,N/A,0.0K,✅ Normal Operation
2232,2232,299.4K,1415,N/A,0.0K,✅ Normal Operation
2233,2233,299.5K,1672,N/A,0.0K,✅ Normal Operation
2234,2234,299.5K,2549,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
2235,2235,299.4K,1492,N/A,0.0K,✅ Normal Operation
2236,2236,299.4K,1455,N/A,0.0K,✅ Normal Operation
2237,2237,299.3K,1422,N/A,0.0K,✅ Normal Operation
2238,2238,299.3K,1403,N/A,0.0K,✅ Normal Operation
2239,2239,299.3K,1474,N/A,0.0K,✅ Normal Operation
2240,2240,299.2K,1381,N/A,0.0K,✅ Normal Operation
2241,2241,299.2K,1457,N/A,0.0K,✅ Normal Operation
2242,2242,299.2K,1711,N/A,0.0K,✅ Normal Operation
2243,2243,299.2K,1667,N/A,0.0K,✅ Normal Operation
2244,2244,299.2K,1465,N/A,0.0K,✅ Normal Operation
2245,2245,299.3K,1542,N/A,0.0K,✅ Normal Operation
2246,2246,299.3K,1438,N/A,0.0K,✅ Normal Operation
2247,2247,299.3K,1406,N/A,0.0K,✅ Normal Operation
2248,2248,299.2K,1396,N/A,0.0K,✅ Normal Operation
2249,2249,299.3K,1304,N/A,0.0K,✅ Normal Operation
2250,2250,299.2K,1442,N/A,0.0K,✅ Normal Operation
2251,2251,299.2K,1396,N/A,0.0K,✅ Normal Operation
2252,2252,299.1K,1424,N/A,0.0K,✅ Normal Operation
2253,2253,299.1K,1451,N/A,0.0K,✅ Normal Operation
2254,2254,299.2K,1386,N/A,0.0K,✅ Normal Operation
2255,2255,299.1K,1325,N/A,0.0K,✅ Normal Operation
2256,2256,299.1K,1559,N/A,0.0K,✅ Normal Operation
2257,2257,299.1K,1489,N/A,0.0K,✅ Normal Operation
2258,2258,299.1K,1892,N/A,0.0K,✅ Normal Operation
2259,2259,299.1K,1319,N/A,0.0K,✅ Normal Operation
2260,2260,299.1K,1431,N/A,0.0K,✅ Normal Operation
2261,2261,299.1K,1521,N/A,0.0K,✅ Normal Operation
2262,2262,299.1K,1435,N/A,0.0K,✅ Normal Operation
2263,2263,299.1K,1533,N/A,0.0K,✅ Normal Operation
2264,2264,299.2K,1529,N/A,0.0K,✅ Normal Operation
2265,2265,299.2K,1415,N/A,0.0K,✅ Normal Operation
2266,2266,299.2K,1330,N/A,0.0K,✅ Normal Operation
2267,2267,299.2K,1381,N/A,0.0K,✅ Normal Operation
2268,2268,299.2K,1370,N/A,0.0K,✅ Normal Operation
2269,2269,299.2K,1438,N/A,0.0K,✅ Normal Operation
2270,2270,299.3K,1314,N/A,0.0K,✅ Normal Operation
2271,2271,299.3K,1437,N/A,0.0K,✅ Normal Operation
2272,2272,299.2K,1821,N/A,0.0K,✅ Normal Operation
2273,2273,299.3K,1448,N/A,0.0K,✅ Normal Operation
2274,2274,299.3K,1589,N/A,0.0K,✅ Normal Operation
2275,2275,299.3K,1520,N/A,0.0K,✅ Normal Operation
2276,2276,299.3K,1605,N/A,0.0K,✅ Normal Operation
2277,2277,299.3K,1393,N/A,0.0K,✅ Normal Operation
2278,2278,299.3K,1408,N/A,0.0K,✅ Normal Operation
2279,2279,299.3K,1459,N/A,0.0K,✅ Normal Operation
2280,2280,299.4K,1525,N/A,0.0K,✅ Normal Operation
2281,2281,299.4K,1390,N/A,0.0K,✅ Normal Operation
2282,2282,299.3K,1536,N/A,0.0K,✅ Normal Operation
2283,2283,299.4K,1459,N/A,0.0K,✅ Normal Operation
2284,2284,299.2K,1387,N/A,0.0K,✅ Normal Operation
2285,2285,299.2K,1378,N/A,0.0K,✅ Normal Operation
2286,2286,299.4K,1381,N/A,0.0K,✅ Normal Operation
2287,2287,299.4K,1289,N/A,0.0K,✅ Normal Operation
2288,2288,299.4K,1746,N/A,0.0K,✅ Normal Operation
2289,2289,299.4K,1541,N/A,0.0K,✅ Normal Operation
2290,2290,299.4K,1504,N/A,0.0K,✅ Normal Operation
2291,2291,299.5K,1321,N/A,0.0K,✅ Normal Operation
2292,2292,299.5K,1886,N/A,0.0K,✅ Normal Operation
2293,2293,299.6K,1422,N/A,0.0K,✅ Normal Operation
2294,2294,299.5K,1520,N/A,0.0K,✅ Normal Operation
2295,2295,299.4K,1627,N/A,0.0K,✅ Normal Operation
2296,2296,299.4K,1512,N/A,0.0K,✅ Normal Operation
2297,2297,299.4K,1553,N/A,0.0K,✅ Normal Operation
2298,2298,299.3K,1802,N/A,0.0K,✅ Normal Operation
2299,2299,299.3K,1482,N/A,0.0K,✅ Normal Operation
2300,2300,299.4K,1446,N/A,0.0K,✅ Normal Operation
2301,2301,299.3K,1371,N/A,0.0K,✅ Normal Operation
2302,2302,299.2K,1586,N/A,0.0K,✅ Normal Operation
2303,2303,299.2K,1515,N/A,0.0K,✅ Normal Operation
2304,2304,299.2K,1374,N/A,0.0K,✅ Normal Operation
2305,2305,299.1K,1455,N/A,0.0K,✅ Normal Operation
2306,2306,299.2K,1342,N/A,0.0K,✅ Normal Operation
2307,2307,299.1K,1260,N/A,0.0K,✅ Normal Operation
2308,2308,299.0K,1623,N/A,0.0K,✅ Normal Operation
2309,2309,299.1K,1371,N/A,0.0K,✅ Normal Operation
2310,2310,299.1K,1611,N/A,0.0K,✅ Normal Operation
2311,2311,299.0K,1535,N/A,0.0K,✅ Normal Operation
2312,2312,299.1K,1491,N/A,0.0K,✅ Normal Operation
2313,2313,299.1K,1441,N/A,0.0K,✅ Normal Operation
2314,2314,299.1K,1725,N/A,0.0K,✅ Normal Operation
2315,2315,299.2K,1368,N/A,0.0K,✅ Normal Operation
2316,2316,299.2K,1526,N/A,0.0K,✅ Normal Operation
2317,2317,299.2K,1542,N/A,0.0K,✅ Normal Operation
2318,2318,299.2K,1605,N/A,0.0K,✅ Normal Operation
2319,2319,299.2K,1405,N/A,0.0K,✅ Normal Operation
2320,2320,299.2K,1700,N/A,0.0K,✅ Normal Operation
2321,2321,299.2K,1440,N/A,0.0K,✅ Normal Operation
2322,2322,299.2K,1314,N/A,0.0K,✅ Normal Operation
2323,2323,299.2K,1514,N/A,0.0K,✅ Normal Operation
2324,2324,299.2K,1401,N/A,0.0K,✅ Normal Operation
2325,2325,299.3K,1636,N/A,0.0K,✅ Normal Operation
2326,2326,299.3K,1603,N/A,0.0K,✅ Normal Operation
2327,2327,299.4K,1487,N/A,0.0K,✅ Normal Operation
2328,2328,299.3K,1420,N/A,0.0K,✅ Normal Operation
2329,2329,299.3K,1579,N/A,0.0K,✅ Normal Operation
2330,2330,299.3K,1484,N/A,0.0K,✅ Normal Operation
2331,2331,299.3K,1390,N/A,0.0K,✅ Normal Operation
2332,2332,299.3K,1384,N/A,0.0K,✅ Normal Operation
2333,2333,299.2K,1378,N/A,0.0K,✅ Normal Operation
2334,2334,299.2K,1445,N/A,0.0K,✅ Normal Operation
2335,2335,299.2K,1445,N/A,0.0K,✅ Normal Operation
2336,2336,299.2K,1509,N/A,0.0K,✅ Normal Operation
